"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chrI",131662,131933,272,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_12",20,".",1.64642,4.64043,2.09257,168,"Promoter (<=1kb)",1,132199,134076,1878,1,"YAL011W","YAL011W",-266
"chrI",189883,192295,2413,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_13",76,".",2.54668,12.2365,7.68701,2029,"Promoter (<=1kb)",1,190193,192256,2064,1,"YAR035W","YAR035W",0
"chrI",192674,193256,583,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_14",48,".",2.14048,8.56493,4.82307,179,"Promoter (<=1kb)",1,192619,196185,3567,1,"YAR042W","YAR042W",55
"chrI",193344,193547,204,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_15",25,".",1.78286,5.39928,2.58696,159,"Promoter (<=1kb)",1,192619,196185,3567,1,"YAR042W","YAR042W",725
"chrII",27842,28066,225,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_16",45,".",2.04582,8.14457,4.51087,85,"Promoter (<=1kb)",2,24946,28299,3354,2,"YBL101C","YBL101C",233
"chrII",160124,160324,201,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_17",21,".",1.66245,4.65666,2.10364,22,"Promoter (<=1kb)",2,160184,161329,1146,1,"YBL032W","YBL032W",0
"chrII",193014,193476,463,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_18",28,".",1.73546,5.80738,2.86932,347,"Promoter (<=1kb)",2,192451,193512,1062,1,"YBL016W","YBL016W",563
"chrII",216848,217096,249,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_19",22,".",1.68782,4.92212,2.27455,103,"Promoter (<=1kb)",2,216587,217129,543,2,"YBL006C","YBL006C",33
"chrII",270325,270550,226,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_20",33,".",1.82194,6.53263,3.36094,152,"Promoter (<=1kb)",2,270247,270633,387,1,"YBR016W","YBR016W",78
"chrII",455189,455485,297,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_21",26,".",1.75755,5.44795,2.62322,164,"Promoter (<=1kb)",2,454822,457665,2844,1,"YBR108W","YBR108W",367
"chrII",463681,463872,192,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_22",26,".",1.76096,5.54974,2.69493,136,"Promoter (1-2kb)",2,462139,462579,441,1,"YBR111W-A","YBR111W-A",1542
"chrII",680387,680635,249,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_23",30,".",1.76612,6.00708,3.00147,87,"Promoter (<=1kb)",2,680362,680562,201,1,"YBR230W-A","YBR230W-A",25
"chrII",680699,680978,280,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_24",13,".",1.46378,3.51889,1.38644,175,"Promoter (<=1kb)",2,680362,680562,201,1,"YBR230W-A","YBR230W-A",337
"chrII",702559,702779,221,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_25",22,".",1.71872,4.8946,2.25665,105,"Promoter (<=1kb)",2,700490,701842,1353,2,"YBR240C","YBR240C",-717
"chrII",703518,703869,352,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_26",23,".",1.73596,5.02374,2.34043,242,"Promoter (<=1kb)",2,702589,704055,1467,2,"YBR241C","YBR241C",186
"chrIII",2320,2972,653,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_27",19,".",1.6205,4.49908,1.99993,626,"Promoter (<=1kb)",3,1392,2135,744,1,"YCL076W","YCL076W",928
"chrIII",3374,3764,391,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_28",40,".",1.9385,7.52768,4.05888,202,"Promoter (1-2kb)",3,1392,2135,744,1,"YCL076W","YCL076W",1982
"chrIII",50993,51231,239,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_29",23,".",1.70609,5.0867,2.38028,85,"Promoter (<=1kb)",3,50838,52340,1503,1,"YCL040W","YCL040W",155
"chrIII",51295,51641,347,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_30",26,".",1.70516,5.4555,2.62892,188,"Promoter (<=1kb)",3,50838,52340,1503,1,"YCL040W","YCL040W",457
"chrIII",59147,59507,361,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_31",23,".",1.65358,5.04362,2.35126,210,"Promoter (<=1kb)",3,59026,60726,1701,1,"YCL036W","YCL036W",121
"chrIII",76715,76899,185,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_32",17,".",1.55428,4.137,1.76772,32,"Promoter (1-2kb)",3,76018,77919,1902,2,"YCL025C","YCL025C",1020
"chrIII",208566,209270,705,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_33",38,".",1.93488,7.15889,3.80006,589,"Promoter (<=1kb)",3,208751,209101,351,1,"YCR045W-A","YCR045W-A",0
"chrIII",209908,210434,527,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_34",43,".",2.01509,7.97678,4.39049,397,"Promoter (<=1kb)",3,209914,210423,510,2,"YCR046C","YCR046C",0
"chrIII",210863,211543,681,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_35",63,".",2.21309,10.4703,6.38986,458,"Promoter (<=1kb)",3,211301,211507,207,1,"YCR047W-A","YCR047W-A",0
"chrIII",212099,212797,699,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_36",37,".",1.94272,7.11507,3.76877,485,"Promoter (<=1kb)",3,211871,212317,447,2,"YCR049C","YCR049C",0
"chrIII",214130,214734,605,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_37",50,".",2.0541,8.84563,5.04567,223,"Promoter (<=1kb)",3,214071,214739,669,1,"YCR051W","YCR051W",59
"chrIII",225775,226085,311,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_38",21,".",1.66084,4.77548,2.17844,205,"Promoter (<=1kb)",3,225563,227458,1896,1,"YCR061W","YCR061W",212
"chrIII",227028,227222,195,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_39",24,".",1.69157,5.19019,2.45145,69,"Promoter (1-2kb)",3,228318,228791,474,1,"YCR063W","YCR063W",-1096
"chrIII",252055,252432,378,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_40",22,".",1.70451,4.85045,2.22619,40,"Promoter (<=1kb)",3,250238,252628,2391,2,"YCR077C","YCR077C",196
"chrIII",261823,262246,424,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_41",40,".",1.92262,7.57538,4.09558,97,"Promoter (<=1kb)",3,260311,262452,2142,2,"YCR084C","YCR084C",206
"chrIII",309443,309724,282,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_42",24,".",1.78605,5.16281,2.43235,192,"Promoter (<=1kb)",3,309070,310155,1086,1,"YCR105W","YCR105W",373
"chrIV",59650,59911,262,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_43",21,".",1.66672,4.68073,2.11783,131,"Promoter (<=1kb)",4,57265,60405,3141,2,"YDL223C","YDL223C",494
"chrIV",110197,110509,313,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_44",28,".",1.77362,5.82578,2.88132,141,"Promoter (1-2kb)",4,111580,114234,2655,1,"YDL194W","YDL194W",-1071
"chrIV",411258,411572,315,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_45",47,".",1.91175,8.52079,4.7891,146,"Promoter (<=1kb)",4,411825,413000,1176,1,"YDL022W","YDL022W",-253
"chrIV",538869,539215,347,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_46",19,".",1.69015,4.4518,1.97291,345,"Promoter (<=1kb)",4,535192,538467,3276,2,"YDR040C","YDR040C",-402
"chrIV",635814,636048,235,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_47",24,".",1.69348,5.13126,2.40908,153,"Promoter (<=1kb)",4,635840,636175,336,1,"YDR093W","YDR094W",0
"chrIV",1055554,1055808,255,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_48",22,".",1.66453,4.95157,2.29375,91,"Promoter (<=1kb)",4,1055212,1055892,681,1,"YDR296W","YDR296W",342
"chrIV",1251108,1251343,236,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_49",20,".",1.64806,4.59611,2.06489,57,"Promoter (<=1kb)",4,1250186,1251634,1449,1,"YDR388W","YDR388W",922
"chrIV",1309793,1309999,207,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_50",27,".",1.7688,5.70217,2.79763,158,"Promoter (2-3kb)",4,1312040,1314892,2853,1,"YDR421W","YDR421W",-2041
"chrIV",1328866,1329159,294,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_51",25,".",1.67546,5.38257,2.57496,124,"Promoter (<=1kb)",4,1328783,1330027,1245,1,"YDR432W","YDR432W",83
"chrIV",1329674,1329937,264,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_52",41,".",1.89178,7.6889,4.18336,172,"Promoter (<=1kb)",4,1329600,1330040,441,1,"YDR432W","YDR433W",74
"chrIV",1507137,1507349,213,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_53",33,".",1.78896,6.56601,3.37817,186,"Promoter (<=1kb)",4,1506606,1507362,757,2,"YDR535C","YDR535C",13
"chrIV",1522849,1523108,260,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_54",32,".",2.03629,6.35337,3.23776,21,"Promoter (<=1kb)",4,1523249,1523611,363,1,"YDR542W","YDR542W",-141
"chrV",68209,68655,447,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_55",33,".",1.67017,6.54739,3.36891,273,"Promoter (<=1kb)",5,67629,68792,1164,2,"YEL046C","YEL046C",137
"chrV",83840,84041,202,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_56",23,".",1.64341,4.99557,2.32022,53,"Promoter (<=1kb)",5,83050,84552,1503,2,"YEL036C","YEL036C",511
"chrV",85105,85529,425,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_57",56,".",1.97187,9.63208,5.69192,162,"Promoter (<=1kb)",5,85045,85545,501,2,"YEL035C","YEL035C",16
"chrV",117697,118033,337,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_58",53,".",1.90511,9.25692,5.39149,227,"Promoter (<=1kb)",5,117183,117380,198,2,"YEL020C-B","YEL020C-B",-317
"chrV",192223,192540,318,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_59",37,".",1.8982,7.03931,3.71519,113,"Promoter (<=1kb)",5,191959,192624,666,2,"YER018C","YER018C",84
"chrV",193107,194077,971,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_60",48,".",2.04446,8.63531,4.88345,577,"Promoter (<=1kb)",5,192797,194230,1434,1,"YER019W","YER019W",310
"chrV",236344,236539,196,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_61",21,".",1.59322,4.77563,2.17847,70,"Promoter (<=1kb)",5,235770,237119,1350,2,"YER043C","YER043C",580
"chrV",326572,326818,247,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_62",21,".",1.62521,4.78195,2.18292,68,"Promoter (<=1kb)",5,326174,327031,858,2,"YER083C","YER083C",213
"chrV",442117,442603,487,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_63",70,".",1.89298,11.3134,7.03203,216,"Promoter (<=1kb)",5,441373,441819,447,2,"YER137C","YER137C",-298
"chrV",461119,461403,285,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_64",33,".",1.8459,6.56833,3.37909,123,"Promoter (<=1kb)",5,460526,461740,1215,2,"YER145C","YER145C",337
"chrV",472846,473601,756,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_65",34,".",1.86005,6.6959,3.47536,490,"Promoter (<=1kb)",5,473485,474051,567,1,"YER152W-A","YER152W-A",0
"chrV",474449,474675,227,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_66",25,".",1.73566,5.26484,2.50073,66,"Promoter (<=1kb)",5,474041,474805,765,2,"YER153C","YER153C",130
"chrV",475186,475414,229,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_67",32,".",1.84203,6.34581,3.2329,106,"Promoter (<=1kb)",5,475020,476228,1209,1,"YER154W","YER154W",166
"chrV",475693,475956,264,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_68",25,".",1.74629,5.26484,2.50073,107,"Promoter (<=1kb)",5,475020,476228,1209,1,"YER154W","YER154W",673
"chrV",568357,568553,197,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_69",20,".",1.69123,4.59198,2.06229,91,"Promoter (<=1kb)",5,568040,568759,720,1,"YER188W","YER188W",317
"chrVI",4736,5127,392,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_70",67,".",3.1664,10.9103,6.74424,350,"Promoter (<=1kb)",6,5066,5521,456,1,"YFL063W","YFL063W",0
"chrVI",95718,95932,215,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_71",35,".",1.89014,6.86963,3.59293,99,"Promoter (<=1kb)",6,95966,97498,1533,1,"YFL021W","YFL021W",-34
"chrVI",115209,115622,414,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_72",50,".",1.99004,8.80035,5.0144,278,"Promoter (<=1kb)",6,115108,115743,636,2,"YFL010C","YFL010C",121
"chrVI",224320,224636,317,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_73",50,".",2.03695,8.79883,5.01332,204,"Promoter (<=1kb)",6,224326,224769,444,2,"YFR033C","YFR033C",133
"chrVI",224848,225189,342,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_74",39,".",1.92373,7.37808,3.96207,172,"Promoter (<=1kb)",6,224326,224769,444,2,"YFR033C","YFR033C",-79
"chrVI",225518,225793,276,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_75",33,".",1.8652,6.54986,3.37038,166,"Promoter (<=1kb)",6,225020,225958,939,2,"YFR034C","YFR034C",165
"chrVI",227043,227378,336,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_76",24,".",1.70969,5.19506,2.45421,232,"Promoter (<=1kb)",6,227451,228101,651,1,"YFR036W-A","YFR036W-A",-73
"chrVI",269783,270161,379,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_77",35,".",1.86605,6.75093,3.51173,165,"Promoter (<=1kb)",6,269061,269516,456,1,"YFR057W","YFR057W",722
"chrVII",15630,15835,206,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_78",36,".",1.88785,6.94865,3.65418,126,"Promoter (<=1kb)",7,15159,16307,1149,1,"YGL256W","YGL256W",471
"chrVII",56990,57262,273,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_79",31,".",1.78629,6.2864,3.19409,134,"Promoter (<=1kb)",7,56482,58890,2409,1,"YGL234W","YGL234W",508
"chrVII",123848,124058,211,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_80",16,".",1.59789,3.99909,1.67918,143,"Promoter (<=1kb)",7,123572,124042,471,2,"YGL199C","YGL199C",0
"chrVII",271097,271378,282,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_81",42,".",1.95857,7.82289,4.27873,151,"Promoter (<=1kb)",7,270997,272139,1143,1,"YGL126W","YGL126W",100
"chrVII",383691,383924,234,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_82",14,".",1.51941,3.62602,1.45012,2,"Promoter (<=1kb)",7,383654,384766,1113,1,"YGL063W","YGL063W",37
"chrVII",384145,384498,354,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_83",26,".",1.77792,5.528,2.68123,55,"Promoter (<=1kb)",7,384502,384651,150,2,"YGL063C-A","YGL063C-A",153
"chrVII",609899,610161,263,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_84",13,".",1.44756,3.47985,1.36285,6,"Promoter (<=1kb)",7,610564,611493,930,1,"YGR060W","YGR060W",-403
"chrVII",640964,641152,189,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_85",29,".",1.74667,5.9831,2.98565,159,"Promoter (<=1kb)",7,640720,641832,1113,1,"YGR079W","YGR079W",244
"chrVII",728936,729147,212,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_86",24,".",1.70539,5.15799,2.4294,136,"Promoter (<=1kb)",7,728046,729671,1626,2,"YGR119C","YGR119C",524
"chrVII",731789,732055,267,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_87",15,".",1.54039,3.72232,1.50863,4,"Promoter (<=1kb)",7,731449,732927,1479,2,"YGR121C","YGR121C",872
"chrVII",851103,851513,411,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_88",45,".",1.91614,8.25161,4.58385,201,"Promoter (<=1kb)",7,848829,850436,1608,2,"YGR177C","YGR177C",-667
"chrVII",877344,877551,208,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_89",27,".",1.66873,5.66829,2.77519,101,"Promoter (<=1kb)",7,876669,878192,1524,2,"YGR189C","YGR189C",641
"chrVII",906632,906843,212,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_90",22,".",1.66015,4.82983,2.21327,171,"Promoter (<=1kb)",7,905934,908774,2841,1,"YGR204W","YGR204W",698
"chrVII",907029,907281,253,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_91",29,".",1.76748,5.93556,2.95557,81,"Promoter (1-2kb)",7,905934,908774,2841,1,"YGR204W","YGR204W",1095
"chrVIII",49284,49499,216,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_92",30,".",1.77423,6.08716,3.05671,153,"Promoter (<=1kb)",8,48763,50580,1818,1,"YHL028W","YHL028W",521
"chrVIII",51234,51490,257,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_93",19,".",1.6434,4.4061,1.94188,253,"Promoter (<=1kb)",8,51111,52988,1878,1,"YHL027W","YHL027W",123
"chrVIII",52179,52622,444,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_94",39,".",1.91213,7.37829,3.96207,167,"Promoter (1-2kb)",8,51111,52988,1878,1,"YHL027W","YHL027W",1068
"chrVIII",97776,98084,309,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_95",40,".",1.94361,7.57538,4.09558,137,"Promoter (<=1kb)",8,95118,97937,2820,2,"YHL007C","YHL007C",0
"chrVIII",173821,174043,223,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_96",23,".",1.69418,5.04338,2.35123,152,"Promoter (<=1kb)",8,173344,175089,1746,1,"YHR032W","YHR032W",477
"chrVIII",174517,175334,818,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_97",46,".",1.98913,8.3458,4.66043,491,"Promoter (<=1kb)",8,175195,175374,180,1,"YHR032W-A","YHR032W-A",0
"chrVIII",175629,176163,535,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_98",38,".",1.89181,7.28729,3.89435,375,"Promoter (<=1kb)",8,175548,176819,1272,1,"YHR033W","YHR033W",81
"chrVIII",188717,189038,322,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_99",25,".",1.75119,5.38843,2.57944,177,"Promoter (<=1kb)",8,187924,189024,1101,1,"YHR040W","YHR040W",793
"chrVIII",189327,189657,331,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_100",34,".",1.8747,6.72973,3.49762,181,"Promoter (<=1kb)",8,189131,189864,734,2,"YHR041C","YHR041C",207
"chrVIII",190084,190295,212,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_101",22,".",1.73897,4.96004,2.29853,141,"Promoter (<=1kb)",8,189131,189864,734,2,"YHR041C","YHR041C",-220
"chrIX",24877,25077,201,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_102",21,".",1.65813,4.75235,2.16268,80,"Promoter (1-2kb)",9,23119,26106,2988,2,"YIL169C","YIL169C",1029
"chrIX",53033,53317,285,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_103",23,".",1.75588,5.01566,2.33438,142,"Promoter (<=1kb)",9,51759,53708,1950,2,"YIL155C","YIL155C",391
"chrIX",53366,53688,323,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_104",43,".",2.01167,7.85574,4.3004,243,"Promoter (<=1kb)",9,51759,53708,1950,2,"YIL155C","YIL155C",20
"chrIX",53964,54773,810,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_105",39,".",1.94742,7.37575,3.96102,524,"Promoter (<=1kb)",9,53981,55021,1041,2,"YIL154C","YIL154C",248
"chrIX",55454,55675,222,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_106",21,".",1.70066,4.65723,2.10385,132,"Promoter (<=1kb)",9,55198,56379,1182,1,"YIL153W","YIL153W",256
"chrIX",128234,128493,260,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_107",32,".",1.7994,6.41364,3.27592,116,"Promoter (<=1kb)",9,128151,129581,1431,1,"YIL123W","YIL123W",83
"chrIX",128754,129440,687,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_108",28,".",1.73613,5.81373,2.87335,530,"Promoter (<=1kb)",9,128151,129581,1431,1,"YIL123W","YIL123W",603
"chrIX",159719,160021,303,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_109",27,".",1.73922,5.59965,2.72831,160,"Promoter (<=1kb)",9,157385,160165,2781,2,"YIL109C","YIL109C",144
"chrIX",249097,249340,244,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_110",26,".",1.73799,5.51398,2.67057,132,"Promoter (<=1kb)",9,249991,251913,1923,1,"YIL056W","YIL056W",-651
"chrIX",274260,274563,304,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_111",29,".",1.78464,5.9278,2.94989,164,"Promoter (<=1kb)",9,274072,274926,855,2,"YIL043C","YIL043C",363
"chrIX",365758,366051,294,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_112",25,".",1.66964,5.41005,2.59491,130,"Promoter (<=1kb)",9,364889,365335,447,1,"YIR005W","YIR005W",869
"chrIX",390270,390489,220,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_113",17,".",1.58845,4.1144,1.75289,11,"Exon (YIR019C/YIR019C, exon 1 of 1)",9,389572,393675,4104,2,"YIR019C","YIR019C",3186
"chrIX",439681,439888,208,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_114",78,".",3.05629,12.4464,7.88793,172,"Distal Intergenic",9,435273,435983,711,2,"YIR042C","YIR042C",-3698
"chrX",122651,122879,229,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_115",29,".",1.72579,5.94715,2.96321,112,"Promoter (<=1kb)",10,122265,122948,684,2,"YJL158C","YJL158C",69
"chrX",292101,292298,198,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_116",31,".",1.75231,6.20214,3.13963,61,"Promoter (1-2kb)",10,289875,290774,900,2,"YJL079C","YJL079C",-1327
"chrX",293057,293920,864,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_117",36,".",1.84973,6.98199,3.67586,122,"Promoter (<=1kb)",10,291336,293981,2646,2,"YJL078C","YJL078C",61
"chrX",360298,360729,432,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_118",39,".",1.93528,7.37917,3.96276,238,"Promoter (<=1kb)",10,360130,360903,774,1,"YJL043W","YJL043W",168
"chrX",361221,362036,816,"*","macs_SRR500622_SRR500630_Hog1IP_mockIP_YEPD_peak_119",26,".",1.74104,5.45953,2.63113,639,"Promoter (<=1kb)",10,361249,365445,4197,1,"YJL042W","YJL042W",0
