"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chrIV",1075433,1075622,190,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_63",144,".",2.58225,16.9319,14.4289,125,"Promoter (<=1kb)",4,1075865,1077853,1989,1,"YDR307W","YDR307W",-243
"chrIV",1095327,1095524,198,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_64",109,".",2.43943,13.3265,10.9456,78,"Promoter (<=1kb)",4,1096064,1097386,1323,1,"YDR316W-B","YDR316W-A",-540
"chrIV",1461670,1461883,214,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_65",122,".",2.46782,14.6929,12.2615,107,"Promoter (<=1kb)",4,1459728,1461554,1827,2,"YDR506C","YDR506C",-116
"chrIV",1467000,1467341,342,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_66",36,".",1.65441,5.60712,3.66234,135,"Promoter (<=1kb)",4,1468226,1468573,348,1,"YDR509W","YDR509W",-885
"chrIV",1468070,1468269,200,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_67",49,".",1.81424,7.02078,4.97133,141,"Promoter (<=1kb)",4,1468226,1468573,348,1,"YDR509W","YDR509W",0
"chrIV",1468786,1469170,385,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_68",438,".",3.90302,46.9477,43.891,233,"Promoter (<=1kb)",4,1469400,1469705,306,1,"YDR510W","YDR510W",-230
"chrIV",1489443,1489855,413,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_69",39,".",1.67699,5.94383,3.97269,259,"Promoter (<=1kb)",4,1489598,1489798,201,2,"YDR524C-B","YDR524C-B",0
"chrIV",1490075,1490415,341,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_70",171,".",2.95785,19.7088,17.1337,190,"Promoter (<=1kb)",4,1489871,1489990,120,2,"YDR524C-A","YDR524C-A",-85
"chrIV",1506911,1508950,2040,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_71",1320,".",6.30287,136.315,132.027,415,"Promoter (<=1kb)",4,1506606,1507362,757,2,"YDR535C","YDR535C",0
"chrV",61805,62017,213,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_72",182,".",2.92184,20.8081,18.2069,82,"Promoter (<=1kb)",5,59670,60851,1182,2,"YEL050C","YEL050C",-954
"chrV",69118,69348,231,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_73",140,".",2.54564,16.5222,14.0321,99,"Promoter (<=1kb)",5,68840,69265,426,2,"YEL045C","YEL045C",0
"chrV",79024,79420,397,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_74",27,".",1.60523,4.57409,2.71991,41,"Promoter (<=1kb)",5,79636,79977,342,2,"YEL039C","YEL039C",557
"chrV",85092,85589,498,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_75",1471,".",7.12499,151.945,147.145,201,"Promoter (<=1kb)",5,85045,85545,501,2,"YEL035C","YEL035C",0
"chrV",85646,86742,1097,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_76",129,".",1.96403,15.3979,12.943,436,"Promoter (<=1kb)",5,86179,86598,420,1,"YEL033W","YEL033W",0
"chrV",115955,117082,1128,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_77",587,".",4.03802,62.0169,58.7885,600,"Promoter (<=1kb)",5,116167,116970,804,1,"YEL021W","YEL021W",0
"chrV",117696,117891,196,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_78",47,".",1.6014,6.74334,4.7127,130,"Promoter (<=1kb)",5,117183,117380,198,2,"YEL020C-B","YEL020C-B",-316
"chrV",133337,133771,435,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_79",45,".",1.80627,6.54909,4.53177,38,"Promoter (<=1kb)",5,133120,135234,2115,1,"YEL011W","YEL011W",217
"chrV",135331,135532,202,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_80",136,".",2.28432,16.0981,13.6205,67,"Promoter (<=1kb)",5,136279,136629,351,1,"YEL010W","YEL010W",-747
"chrV",141054,141411,358,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_81",172,".",2.84852,19.8451,17.2669,217,"Promoter (<=1kb)",5,140726,140818,93,2,"YEL008C-A","YEL008C-A",-236
"chrV",152049,152263,215,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_82",54,".",1.52817,7.51916,5.43688,125,"Promoter (1-2kb)",5,150301,150978,678,2,"YEL001C","YEL001C",-1071
"chrV",225463,225674,212,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_83",220,".",3.03731,24.7313,22.0407,122,"Promoter (<=1kb)",5,225889,226854,966,1,"YER037W","YER037W",-215
"chrV",260382,261837,1456,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_84",142,".",2.07229,16.745,14.2478,509,"Promoter (<=1kb)",5,260933,261046,114,2,"YER053C-A","YER053C-A",0
"chrV",262146,262335,190,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_85",24,".",1.57713,4.32249,2.49369,151,"Promoter (1-2kb)",5,260933,261046,114,2,"YER053C-A","YER053C-A",-1100
"chrV",279885,281559,1675,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_86",152,".",1.87937,17.7853,15.2564,437,"Promoter (<=1kb)",5,279930,280682,753,2,"YER062C","YER062C",0
"chrV",288378,288573,196,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_87",141,".",2.57351,16.6874,14.1922,62,"Promoter (1-2kb)",5,285241,286914,1674,2,"YER065C","YER065C",-1464
"chrV",311406,311670,265,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_88",127,".",2.33403,15.2093,12.7609,139,"Promoter (<=1kb)",5,308413,311199,2787,2,"YER075C","YER075C",-207
"chrV",311812,312154,343,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_89",185,".",2.6461,21.1863,18.5756,195,"Promoter (<=1kb)",5,308413,311199,2787,2,"YER075C","YER075C",-613
"chrV",326502,327000,499,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_90",214,".",2.51756,24.0868,21.4097,251,"Promoter (<=1kb)",5,326174,327031,858,2,"YER083C","YER083C",31
"chrV",441984,442266,283,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_91",23,".",1.33995,4.17455,2.3611,213,"Promoter (<=1kb)",5,441373,441819,447,2,"YER137C","YER137C",-165
"chrV",467899,468917,1019,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_92",129,".",1.97117,15.3721,12.9179,658,"Promoter (<=1kb)",5,468370,468816,447,1,"YER150W","YER150W",0
"chrV",469007,469213,207,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_93",55,".",1.71193,7.62824,5.53956,38,"Promoter (<=1kb)",5,468370,468816,447,1,"YER150W","YER150W",637
"chrV",544756,545078,323,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_94",90,".",2.22147,11.3805,9.08434,174,"Promoter (<=1kb)",5,545611,546414,804,1,"YER177W","YER177W",-533
"chrVI",4668,4858,191,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_95",47,".",2.3478,6.83539,4.7982,156,"Promoter (<=1kb)",6,5066,5521,456,1,"YFL063W","YFL063W",-208
"chrVI",4923,5121,199,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_96",25,".",2.05031,4.34495,2.51421,13,"Promoter (<=1kb)",6,5066,5521,456,1,"YFL063W","YFL063W",0
"chrVI",97725,97931,207,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_97",82,".",2.23488,10.5147,8.25977,90,"Promoter (1-2kb)",6,95761,96615,855,2,"YFL021C-A","YFL021C-A",-1110
"chrVI",106344,107954,1611,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_98",1299,".",6.35313,134.16,129.924,356,"Promoter (<=1kb)",6,107799,108602,804,1,"YFL013W-A","YFL013W-A",0
"chrVI",176100,176335,236,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_99",54,".",1.86889,7.50537,5.4241,78,"Promoter (<=1kb)",6,174265,176391,2127,2,"YFR015C","YFR015C",56
"chrVI",191465,191656,192,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_100",117,".",2.36689,14.1165,11.7066,150,"Promoter (1-2kb)",6,192737,193435,699,1,"YFR020W","YFR020W",-1081
"chrVI",210562,210761,200,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_101",121,".",2.41556,14.528,12.103,56,"Promoter (<=1kb)",6,210937,212973,2037,1,"YFR029W","YFR029W",-176
"chrVI",253536,255016,1481,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_102",87,".",1.83787,11.003,8.72437,175,"Promoter (<=1kb)",6,253429,253734,306,2,"YFR053C","YFR052C-A",0
"chrVII",24006,24337,332,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_103",43,".",1.78878,6.38279,4.37769,261,"Promoter (<=1kb)",7,23935,25395,1461,1,"YGL253W","YGL253W",71
"chrVII",24516,25166,651,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_104",58,".",1.83559,7.91909,5.81275,236,"Promoter (<=1kb)",7,23935,25395,1461,1,"YGL253W","YGL253W",581
"chrVII",95949,96158,210,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_105",34,".",1.76102,5.3329,3.41047,103,"Promoter (<=1kb)",7,95858,97006,1149,1,"YGL209W","YGL209W",91
"chrVII",165894,166347,454,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_106",158,".",2.74643,18.4133,15.8675,314,"Promoter (<=1kb)",7,163409,165091,1683,2,"YGL179C","YGL179C",-803
"chrVII",206216,206428,213,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_107",32,".",1.75958,5.13951,3.23322,48,"Promoter (<=1kb)",7,207033,208571,1539,1,"YGL158W","YGL158W",-605
"chrVII",208617,208818,202,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_108",54,".",1.96563,7.5751,5.48959,80,"Promoter (<=1kb)",7,209006,210049,1044,1,"YGL157W","YGL157W",-188
"chrVII",271184,271472,289,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_109",114,".",2.41798,13.9009,11.4986,150,"Promoter (<=1kb)",7,270997,272139,1143,1,"YGL126W","YGL126W",187
"chrVII",311520,311974,455,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_110",70,".",2.03587,9.19078,7.0079,259,"Promoter (<=1kb)",7,311505,311933,429,2,"YGL102C","YGL102C",0
"chrVII",328528,328728,201,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_111",100,".",2.20325,12.3801,10.0395,136,"Promoter (1-2kb)",7,328874,330607,1734,2,"YGL095C","YGL095C",1879
"chrVII",346334,346629,296,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_112",87,".",2.09871,11.0794,8.79751,160,"Promoter (<=1kb)",7,346406,346904,499,2,"YGL087C","YGL087C",275
"chrVII",384740,384966,227,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_113",113,".",2.3918,13.7545,11.358,131,"Promoter (<=1kb)",7,384502,384651,150,2,"YGL063C-A","YGL063C-A",-89
"chrVII",426966,427956,991,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_114",99,".",1.80189,12.3359,9.99752,735,"Promoter (<=1kb)",7,427297,427947,651,2,"YGL037C","YGL037C",0
"chrVII",428130,428344,215,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_115",121,".",2.37529,14.5888,12.1615,118,"Promoter (<=1kb)",7,427297,427947,651,2,"YGL037C","YGL037C",-183
"chrVII",439206,439628,423,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_116",84,".",2.1133,10.7557,8.48948,284,"Promoter (<=1kb)",7,439091,439638,548,1,"YGL030W","YGL030W",115
"chrVII",479876,480475,600,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_117",70,".",1.80776,9.22712,7.04241,291,"Promoter (1-2kb)",7,476313,478652,2340,2,"YGL009C","YGL009C",-1224
"chrVII",480999,482672,1674,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_118",117,".",2.0353,14.1939,11.781,1090,"Promoter (<=1kb)",7,479910,482666,2757,2,"YGL008C","YGL008C",0
"chrVII",483286,483947,662,"*","macs_SRR500627_SRR500631_Sko1IP_mockIP_KCI_peak_119",1447,".",6.97793,149.484,144.791,289,"Promoter (<=1kb)",7,483260,483637,378,1,"YGL007W","YGL007W",26
