"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chrII",165072,165563,492,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_17",1183,".",6.44895,122.376,118.32,254,"Promoter (<=1kb)",2,164488,164772,285,2,"YBL029C-A","YBL029C-A",-300
"chrII",165631,165851,221,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_18",129,".",2.46054,15.2398,12.9188,102,"Promoter (<=1kb)",2,166134,167264,1131,1,"YBL029W","YBL029W",-283
"chrII",216986,217209,224,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_19",37,".",1.72764,5.5401,3.70674,109,"Promoter (<=1kb)",2,216587,217129,543,2,"YBL006C","YBL006C",0
"chrII",267422,267606,185,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_20",60,".",1.88067,8.04433,6.0292,130,"Promoter (<=1kb)",2,266725,267336,612,2,"YBR014C","YBR014C",-86
"chrII",292262,292495,234,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_21",78,".",1.98668,9.93381,7.81413,128,"Promoter (<=1kb)",2,290681,291865,1185,2,"YBR025C","YBR025C",-397
"chrII",371390,371854,465,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_22",169,".",2.54209,19.3888,16.9795,160,"Promoter (<=1kb)",2,370037,370699,663,2,"YBR066C","YBR066C",-691
"chrII",373461,373932,472,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_23",92,".",1.95489,11.42,9.23077,350,"Promoter (<=1kb)",2,372103,372735,633,2,"YBR067C","YBR067C",-726
"chrII",374083,374978,896,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_24",92,".",1.90877,11.4316,9.24155,129,"Promoter (<=1kb)",2,373861,375690,1830,2,"YBR068C","YBR068C",712
"chrII",375180,375506,327,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_25",46,".",1.60392,6.53451,4.61983,247,"Promoter (<=1kb)",2,373861,375690,1830,2,"YBR068C","YBR068C",184
"chrII",378151,378338,188,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_26",19,".",1.48334,3.58496,1.96724,5,"Promoter (<=1kb)",2,376574,378433,1860,2,"YBR069C","YBR069C",95
"chrII",394137,394528,392,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_27",14,".",1.33676,2.99585,1.47267,1,"Promoter (1-2kb)",2,393123,394742,1620,1,"YBR078W","YBR078W",1014
"chrII",464370,464563,194,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_28",38,".",1.77968,5.65972,3.8159,80,"Promoter (1-2kb)",2,465566,466048,483,1,"YBR113W","YBR113W",-1003
"chrII",466186,466645,460,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_29",381,".",3.66572,40.8541,38.1035,220,"Promoter (<=1kb)",2,462870,465770,2901,2,"YBR112C","YBR112C",-416
"chrII",469699,470058,360,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_30",33,".",1.67765,5.17916,3.37919,114,"Promoter (2-3kb)",2,467248,469620,2373,1,"YBR114W","YBR114W",2451
"chrII",476670,476967,298,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_31",138,".",2.4507,16.2276,13.8836,168,"Promoter (<=1kb)",2,474392,476437,2046,2,"YBR117C","YBR117C",-233
"chrII",555577,556124,548,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_32",107,".",2.27434,13.003,10.7496,386,"Promoter (<=1kb)",2,556549,558198,1650,1,"YBR158W","YBR158W",-425
"chrII",561027,561365,339,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_33",341,".",3.4032,36.8553,34.1591,156,"Promoter (<=1kb)",2,561634,562764,1131,1,"YBR161W","YBR161W",-269
"chrII",563547,563897,351,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_34",26,".",1.53805,4.37498,2.65628,32,"Promoter (<=1kb)",2,563203,564570,1368,2,"YBR162C","YBR162C",673
"chrII",605346,605611,266,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_35",27,".",1.50277,4.43099,2.70611,102,"Promoter (<=1kb)",2,605966,606277,312,1,"YBR191W","YBR190W",-355
"chrII",612992,613403,412,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_36",60,".",1.7201,8.1019,6.08333,114,"Promoter (<=1kb)",2,612236,613900,1665,2,"YBR196C","YBR196C",497
"chrII",621471,621659,189,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_37",96,".",2.13952,11.8341,9.62698,83,"Promoter (<=1kb)",2,620872,622527,1656,1,"YBR200W","YBR200W",599
"chrII",630405,630644,240,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_38",51,".",1.80548,7.07453,5.12131,161,"Promoter (1-2kb)",2,629168,631942,2775,1,"YBR203W","YBR203W",1237
"chrII",680384,681695,1312,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_39",133,".",2.20533,15.6668,13.3351,465,"Promoter (<=1kb)",2,680362,680562,201,1,"YBR230W-A","YBR230W-A",22
"chrII",692227,692553,327,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_40",573,".",4.21233,60.3,57.328,164,"Promoter (<=1kb)",2,691969,694518,2550,1,"YBR237W","YBR237W",258
"chrII",702206,702414,209,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_41",56,".",1.9906,7.68229,5.69031,148,"Promoter (<=1kb)",2,700490,701842,1353,2,"YBR240C","YBR240C",-364
"chrII",716904,717327,424,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_42",27,".",1.59032,4.49934,2.76688,210,"Promoter (<=1kb)",2,714807,716465,1659,2,"YBR248C","YBR248C",-439
"chrII",717369,717593,225,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_43",30,".",1.60522,4.7802,3.01803,158,"Promoter (<=1kb)",2,716882,717994,1113,2,"YBR249C","YBR249C",401
"chrII",731341,731648,308,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_44",455,".",3.3459,48.3978,45.5599,145,"Promoter (<=1kb)",2,730387,732453,2067,1,"YBR259W","YBR259W",954
"chrII",798885,799139,255,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_45",127,".",2.41549,15.0717,12.7548,127,"Promoter (<=1kb)",2,796798,798522,1725,2,"YBR296C","YBR296C",-363
"chrIII",48693,49185,493,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_46",50,".",1.78185,6.98683,5.04053,372,"Promoter (<=1kb)",3,47111,48364,1254,2,"YCL044C","YCL044C",-329
"chrIII",51443,51803,361,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_47",90,".",2.17888,11.1941,9.01486,98,"Promoter (<=1kb)",3,50838,52340,1503,1,"YCL040W","YCL040W",605
"chrIII",65993,66769,777,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_48",57,".",1.80749,7.72089,5.72601,488,"Promoter (<=1kb)",3,64675,65568,894,2,"YCL031C","YCL031C",-425
"chrIII",67631,67938,308,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_49",33,".",1.58637,5.19293,3.39204,173,"Promoter (<=1kb)",3,65934,68333,2400,2,"YCL030C","YCL030C",395
"chrIII",76745,77135,391,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_50",38,".",1.73636,5.65565,3.81231,284,"Promoter (<=1kb)",3,76018,77919,1902,2,"YCL025C","YCL025C",784
"chrIII",78334,78724,391,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_51",236,".",2.95127,26.1987,23.6758,236,"Promoter (<=1kb)",3,76018,77919,1902,2,"YCL025C","YCL025C",-415
"chrIII",121411,121915,505,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_52",21,".",1.45063,3.80511,2.15677,376,"Promoter (<=1kb)",3,120946,122328,1383,2,"YCR005C","YCR005C",413
"chrIII",123515,123710,196,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_53",77,".",1.93142,9.90765,7.78948,38,"Promoter (<=1kb)",3,122530,123003,474,2,"YCR006C","YCR006C",-512
"chrIII",127678,127874,197,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_54",119,".",2.21796,14.2303,11.9376,134,"Promoter (<=1kb)",3,128470,130281,1812,1,"YCR008W","YCR008W",-596
"chrIII",138209,138986,778,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_55",55,".",1.60354,7.55874,5.57417,575,"Promoter (<=1kb)",3,138402,139049,648,2,"YCR013C","YCR013C",63
"chrIII",163439,164005,567,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_56",569,".",4.00885,59.9146,56.9461,394,"Promoter (<=1kb)",3,163446,163856,411,2,"YCR025C","YCR025C",0
"chrIII",209699,210089,391,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_57",68,".",2.09222,8.87461,6.8115,243,"Promoter (<=1kb)",3,208135,209610,1476,2,"YCR045C","YCR045C",-89
"chrIII",211360,211555,196,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_58",32,".",1.77753,5.03872,3.25243,52,"Promoter (<=1kb)",3,210718,211545,828,2,"YCR047C","YCR047C",0
"chrIII",212477,212737,261,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_59",32,".",1.77228,4.99907,3.2168,112,"Promoter (<=1kb)",3,211871,212317,447,2,"YCR049C","YCR049C",-160
"chrIII",216825,217218,394,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_60",40,".",1.73356,5.95561,4.08638,98,"Promoter (<=1kb)",3,216697,218241,1545,1,"YCR053W","YCR053W",128
"chrIII",228787,229005,219,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_61",71,".",1.9949,9.21886,7.13599,120,"Promoter (<=1kb)",3,228095,228505,411,2,"YCR064C","YCR064C",-282
"chrIII",283317,283533,217,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_62",19,".",1.52382,3.52553,1.91654,90,"Exon (YCR093W/YCR093W, exon 1 of 1)",3,280117,286443,6327,1,"YCR093W","YCR093W",3200
"chrIII",299085,299363,279,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_63",146,".",2.58143,16.9694,14.6099,128,"Promoter (<=1kb)",3,297049,298605,1557,2,"YCR098C","YCR098C",-480
"chrIV",62232,62511,280,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_64",32,".",1.72952,5.00357,3.22079,102,"Promoter (<=1kb)",4,62011,62562,552,1,"YDL221W","YDL221W",221
"chrIV",76775,77469,695,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_65",1120,".",6.04999,115.953,112.085,220,"Promoter (<=1kb)",4,74446,76545,2100,2,"YDL214C","YDL214C",-230
"chrIV",83491,83674,184,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_66",53,".",1.85208,7.34618,5.37595,40,"Promoter (<=1kb)",4,84270,85985,1716,1,"YDL210W","YDL210W",-596
"chrIV",132681,133268,588,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_67",386,".",3.48139,41.4035,38.6469,176,"Promoter (<=1kb)",4,133437,134723,1287,1,"YDL182W","YDL182W",-169
"chrIV",134592,135003,412,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_68",36,".",1.66565,5.47074,3.64411,126,"Promoter (<=1kb)",4,135179,135436,258,1,"YDL181W","YDL181W",-176
"chrIV",159680,160006,327,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_69",27,".",1.57549,4.49934,2.76688,216,"Promoter (<=1kb)",4,159604,160764,1161,1,"YDL168W","YDL168W",76
"chrIV",230288,230797,510,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_70",29,".",1.49109,4.6843,2.93222,31,"Promoter (<=1kb)",4,231024,231899,876,1,"YDL129W","YDL129W",-227
"chrIV",232321,232526,206,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_71",122,".",2.3532,14.5246,12.223,83,"Promoter (<=1kb)",4,232652,233887,1236,1,"YDL128W","YDL128W",-126
"chrIV",234296,234648,353,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_72",168,".",2.53316,19.2897,16.8828,200,"Promoter (<=1kb)",4,234927,235853,927,1,"YDL127W","YDL127W",-279
"chrIV",309686,309958,273,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_73",37,".",1.6644,5.54566,3.71168,206,"Promoter (<=1kb)",4,309802,310122,321,2,"YDL081C","YDL081C",164
"chrIV",342659,343014,356,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_74",518,".",3.81309,54.7092,51.8041,180,"Promoter (1-2kb)",4,341619,343985,2367,1,"YDL060W","YDL060W",1040
"chrIV",355650,356059,410,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_75",91,".",1.85738,11.3743,9.18705,175,"Promoter (<=1kb)",4,355674,356759,1086,2,"YDL055C","YDL055C",700
"chrIV",356292,356861,570,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_76",166,".",2.2269,19.0539,16.6515,188,"Promoter (<=1kb)",4,355674,356759,1086,2,"YDL055C","YDL055C",0
"chrIV",364094,364741,648,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_77",35,".",1.68387,5.38257,3.56387,200,"Promoter (<=1kb)",4,364446,364817,372,2,"YDL050C","YDL050C",76
"chrIV",368861,369116,256,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_78",91,".",2.24924,11.3287,9.14333,144,"Promoter (<=1kb)",4,366739,368211,1473,2,"YDL048C","YDL048C",-650
"chrIV",386639,386993,355,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_79",223,".",3.02453,24.8695,22.3687,88,"Promoter (1-2kb)",4,384601,385587,987,2,"YDL037C","YDL037C",-1052
"chrIV",410328,410516,189,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_80",61,".",1.85483,8.21427,6.1892,128,"Promoter (<=1kb)",4,409808,410056,249,2,"YDL024C","YDL022C-A",-272
"chrIV",410991,411197,207,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_81",51,".",1.82741,7.14669,5.18877,81,"Promoter (<=1kb)",4,411825,413000,1176,1,"YDL022W","YDL022W",-628
"chrIV",411262,411616,355,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_82",336,".",3.2338,36.3488,33.6595,203,"Promoter (<=1kb)",4,411825,413000,1176,1,"YDL022W","YDL022W",-209
"chrIV",465153,465505,353,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_83",411,".",3.20359,43.8935,41.106,170,"Promoter (<=1kb)",4,465051,465383,333,2,"YDR010C","YDR010C",0
"chrIV",507080,507267,188,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_84",40,".",1.71098,5.95462,4.08555,104,"Promoter (<=1kb)",4,508147,509109,963,1,"YDR033W","YDR033W",-880
"chrIV",509612,509826,215,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_85",47,".",1.63615,6.6937,4.76787,93,"Promoter (1-2kb)",4,508147,509109,963,1,"YDR033W","YDR033W",1465
"chrIV",538794,539349,556,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_86",1395,".",8.25473,144.923,139.521,235,"Promoter (<=1kb)",4,535192,538467,3276,2,"YDR040C","YDR040C",-327
"chrIV",550047,550280,234,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_87",39,".",1.69583,5.77089,3.91687,165,"Promoter (<=1kb)",4,548762,550576,1815,2,"YDR046C","YDR046C",296
"chrIV",555727,556135,409,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_88",34,".",1.45084,5.21216,3.40948,326,"Promoter (<=1kb)",4,555726,556472,747,2,"YDR050C","YDR050C",337
"chrIV",556191,556476,286,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_89",15,".",1.33386,3.09333,1.55236,7,"Promoter (<=1kb)",4,555726,556472,747,2,"YDR050C","YDR050C",0
"chrIV",564099,564505,407,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_90",43,".",1.72424,6.27958,4.38499,298,"Promoter (<=1kb)",4,563527,564861,1335,1,"YDR055W","YDR055W",572
"chrIV",579907,580520,614,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_91",81,".",1.75492,10.3118,8.17346,459,"Promoter (<=1kb)",4,580687,581784,1098,1,"YDR065W","YDR065W",-167
"chrIV",591621,592627,1007,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_92",633,".",4.531,66.4179,63.3849,488,"Promoter (<=1kb)",4,592439,592948,510,1,"YDR073W","YDR073W",0
"chrIV",599667,602385,2719,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_93",1266,".",6.73158,131.172,126.681,577,"Promoter (<=1kb)",4,600793,601809,1017,1,"YDR077W","YDR077W",0
"chrIV",616430,616723,294,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_94",305,".",3.27054,33.2176,30.5795,159,"Promoter (<=1kb)",4,614288,616150,1863,2,"YDR085C","YDR085C",-280
"chrIV",721041,721461,421,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_95",36,".",1.63198,5.50951,3.6792,255,"Promoter (<=1kb)",4,720962,721297,336,2,"YDR133C","YDR133C",0
"chrIV",721806,722103,298,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_96",98,".",2.22052,12.0763,9.85933,170,"Promoter (<=1kb)",4,720962,721297,336,2,"YDR133C","YDR133C",-509
"chrIV",722392,722803,412,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_97",125,".",2.38107,14.852,12.5412,259,"Promoter (1-2kb)",4,720962,721297,336,2,"YDR133C","YDR133C",-1095
"chrIV",888945,889154,210,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_98",53,".",1.83784,7.31223,5.3442,134,"Promoter (<=1kb)",4,889751,892492,2742,1,"YDR213W","YDR213W",-597
"chrIV",893900,894236,337,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_99",103,".",2.24272,12.6074,10.3691,237,"Promoter (<=1kb)",4,894089,894502,414,2,"YDR215C","YDR215C",266
"chrIV",909551,909737,187,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_100",78,".",1.99158,9.99148,7.86915,114,"Promoter (<=1kb)",4,910054,911301,1248,1,"YDR222W","YDR222W",-317
"chrIV",916809,917124,316,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_101",136,".",2.19877,15.9965,13.6579,193,"Promoter (<=1kb)",4,916486,917154,669,1,"YDR226W","YDR226W",323
"chrIV",929411,929642,232,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_102",58,".",1.86004,7.82304,5.82127,72,"Promoter (<=1kb)",4,929470,930357,888,2,"YDR233C","YDR233C",715
"chrIV",932214,932473,260,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_103",28,".",1.62313,4.58491,2.84266,172,"Promoter (1-2kb)",4,933504,935138,1635,1,"YDR235W","YDR235W",-1031
"chrIV",976141,977031,891,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_104",869,".",5.35045,90.3237,86.9652,551,"Promoter (<=1kb)",4,976717,977229,513,2,"YDR260C","YDR260C",198
"chrIV",1080506,1080872,367,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_105",290,".",3.20307,31.7103,29.096,198,"Promoter (<=1kb)",4,1079048,1080199,1152,2,"YDR309C","YDR309C",-307
"chrIV",1156322,1156508,187,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_106",27,".",1.69251,4.46308,2.73517,173,"Promoter (<=1kb)",4,1154216,1155928,1713,2,"YDR342C","YDR342C",-394
"chrIV",1161635,1161906,272,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_107",306,".",3.56226,33.2901,30.6508,143,"Promoter (<=1kb)",4,1159608,1161320,1713,2,"YDR343C","YDR343C",-315
"chrIV",1164942,1165827,886,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_108",85,".",2.14164,10.6911,8.53483,545,"Promoter (<=1kb)",4,1162957,1164660,1704,2,"YDR345C","YDR345C",-282
"chrIV",1236578,1236982,405,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_109",62,".",1.78386,8.25248,6.22567,300,"Promoter (<=1kb)",4,1236558,1238004,1447,1,"YDR381W","YDR381W",20
"chrIV",1270091,1270273,183,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_110",29,".",1.53472,4.71858,2.9629,96,"Promoter (<=1kb)",4,1270068,1270733,666,1,"YDR399W","YDR399W",23
"chrIV",1270632,1270939,308,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_111",22,".",1.46704,3.92014,2.25654,5,"Promoter (<=1kb)",4,1271063,1272085,1023,1,"YDR400W","YDR400W",-124
"chrIV",1278712,1279053,342,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_112",148,".",2.56329,17.1654,14.8016,172,"Promoter (<=1kb)",4,1279210,1283799,4590,1,"YDR406W","YDR406W",-157
"chrIV",1328935,1329239,305,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_113",44,".",1.78911,6.39655,4.49234,236,"Promoter (<=1kb)",4,1328783,1330027,1245,1,"YDR432W","YDR432W",152
"chrIV",1345270,1345807,538,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_114",370,".",3.49971,39.7654,37.03,176,"Promoter (<=1kb)",4,1345647,1346039,393,1,"YDR442W","YDR442W",0
"chrIV",1466718,1466917,200,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_115",15,".",1.39546,3.10341,1.56036,195,"Promoter (<=1kb)",4,1462358,1465786,3429,2,"YDR507C","YDR507C",-932
"chrIV",1467005,1467507,503,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_116",82,".",1.95297,10.4298,8.28552,131,"Promoter (<=1kb)",4,1468226,1468573,348,1,"YDR509W","YDR509W",-719
"chrIV",1467861,1468210,350,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_117",45,".",1.73083,6.47953,4.56834,210,"Promoter (<=1kb)",4,1468226,1468573,348,1,"YDR509W","YDR509W",-16
"chrIV",1468717,1469171,455,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_118",685,".",4.34629,71.681,68.5851,301,"Promoter (<=1kb)",4,1469400,1469705,306,1,"YDR510W","YDR510W",-229
"chrIV",1489418,1489894,477,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_119",162,".",2.28207,18.6457,16.2521,273,"Promoter (<=1kb)",4,1489598,1489798,201,2,"YDR524C-B","YDR524C-B",0
"chrIV",1490045,1490404,360,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_120",295,".",3.15652,32.1641,29.5421,200,"Promoter (<=1kb)",4,1489871,1489990,120,2,"YDR524C-A","YDR524C-A",-55
"chrIV",1506978,1507661,684,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_121",867,".",5.03723,90.0954,86.7408,419,"Promoter (<=1kb)",4,1506606,1507362,757,2,"YDR535C","YDR535C",0
"chrV",16704,16956,253,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_122",28,".",1.5679,4.58785,2.84513,174,"Promoter (<=1kb)",5,16355,17845,1491,1,"YEL071W","YEL071W",349
"chrV",18801,19119,319,"*","macs_SRR500626_SRR500630_Sko1IP_YEPD_peak_123",120,".",2.53514,14.3566,12.0602,150,"Promoter (<=1kb)",5,19589,21097,1509,1,"YEL070W","YEL070W",-470
